season,district,zone,temperature,humidity,rainfall,light,n,p,k,variety,yield
0,Kurunegala,0,30.8,72.6,123.5,6.9,21.8,44.3,63.0,Bg300,5.5
0,Ampara,0,32.5,66.0,63.6,8.9,44.5,26.8,43.4,Bg300,5.5
0,Matale,1,29.0,71.3,118.6,6.3,22.7,49.3,33.2,Bw367,5.8
0,Monaragala,0,30.9,65.6,60.8,7.4,22.5,55.1,25.5,Bg300,4.84
0,Trincomalee,0,33.4,59.4,57.0,9.4,30.6,48.4,27.5,Bg300,5.06
1,Ampara,0,26.1,86.1,209.7,5.4,83.5,59.6,51.0,Bg366,8.05
0,Badulla,1,25.0,78.6,115.4,7.1,64.6,40.9,60.1,Bw367,6.38
1,Kegalle,1,26.3,90.7,291.4,5.1,82.8,33.9,35.1,Ld368,6.44
1,Ratnapura,1,27.2,93.5,326.0,4.8,40.0,19.9,27.4,Ld368,4.65
0,Nuwara Eliya,1,20.1,87.1,212.0,5.8,72.4,41.2,43.6,Bw367,6.38
1,Kandy,1,24.5,81.6,217.0,5.9,48.8,21.1,48.3,Bw367,6.09
0,Anuradhapura,0,31.3,61.4,57.0,9.1,49.5,31.6,39.1,Bg300,5.5
0,Kurunegala,0,30.5,69.4,113.3,8.1,36.9,27.5,58.5,Bg300,5.5
0,Trincomalee,0,33.0,58.4,56.2,9.1,46.4,44.0,32.2,Bg300,5.5
0,Ratnapura,1,29.0,83.3,285.4,5.9,38.3,27.1,41.4,Ld368,5.6
1,Ampara,0,28.4,80.5,196.4,6.3,44.5,25.1,39.8,Bg352,7.14
1,Matara,1,26.6,84.7,237.5,5.2,48.2,44.0,49.5,Bw367,6.09
0,Matale,1,28.0,76.4,129.4,6.8,52.7,21.8,37.5,Bw367,5.8
1,Ampara,0,28.2,81.0,219.5,5.8,75.6,31.4,32.4,Bg366,7.35
0,Badulla,1,26.9,73.6,112.4,6.7,49.1,41.7,39.0,Bw367,5.8
1,Kurunegala,0,27.2,85.2,166.8,6.8,39.6,28.9,44.5,Bg352,7.14
0,Colombo,1,29.6,81.7,188.8,6.7,29.2,38.4,61.7,Bw367,5.8
1,Galle,1,27.2,81.8,253.9,5.0,57.0,41.2,48.2,Ld368,5.88
1,Colombo,1,26.8,83.7,249.3,6.7,74.7,54.0,41.3,Bw367,6.67
1,Ratnapura,1,24.4,88.5,324.5,5.3,44.7,35.5,51.5,Ld368,5.88
1,Hambantota,0,27.8,78.0,110.2,7.4,82.4,34.6,40.0,Bg352,7.82
0,Kandy,1,27.4,77.3,142.0,5.8,43.6,46.5,53.6,Bw367,5.8
1,Colombo,1,29.3,85.6,225.2,5.3,63.6,40.1,60.1,Bw367,6.67
0,Kegalle,1,28.0,81.7,279.3,7.0,33.0,36.6,31.4,Ld368,4.93
1,Colombo,1,27.9,86.4,230.0,5.7,38.4,46.7,27.5,Bw367,6.09
1,Kurunegala,0,26.7,77.4,173.7,6.9,45.4,49.3,48.1,Bg352,7.14
0,Nuwara Eliya,1,18.3,83.9,207.6,4.7,64.4,34.3,51.2,Bw367,5.22
1,Galle,1,27.1,83.2,250.8,6.0,72.3,29.2,52.8,Ld368,6.44
0,Ratnapura,1,29.8,84.7,292.7,5.8,54.8,50.8,48.5,Ld368,6.16
1,Kalutara,1,27.6,83.9,305.1,4.8,80.0,53.2,29.8,Ld368,5.88
0,Monaragala,0,33.3,66.0,57.3,7.3,35.2,47.7,42.0,Bg300,5.06
1,Galle,1,28.3,81.1,237.1,6.2,72.6,25.5,38.0,Bw367,6.09
0,Badulla,1,26.4,71.6,109.7,6.4,65.1,30.2,46.1,Bw367,5.8
1,Colombo,1,26.5,83.8,248.0,6.3,70.5,19.2,52.7,Bw367,6.09
0,Nuwara Eliya,1,17.8,86.6,221.7,5.3,64.3,54.6,30.4,Bw367,5.8
0,Hambantota,0,31.6,65.7,36.0,8.8,61.5,32.9,62.5,At362,6.82
0,Polonnaruwa,0,34.4,60.5,30.3,8.7,39.7,41.6,56.9,At362,5.7
1,Matale,1,26.9,79.1,194.2,4.8,38.2,43.0,39.7,Bw367,5.51
0,Kegalle,1,27.8,83.8,277.5,5.8,22.5,18.2,51.3,Ld368,4.93
0,Ampara,0,33.1,67.5,56.3,7.9,36.3,54.8,25.7,Bg300,5.06
1,Nuwara Eliya,1,16.2,91.2,287.8,4.4,68.1,47.9,50.8,Ld368,5.88
1,Anuradhapura,0,29.4,76.6,169.2,5.8,57.2,45.2,45.2,Bg366,7.35
1,Kegalle,1,25.3,85.1,314.6,4.8,79.3,27.2,28.8,Ld368,5.32
0,Monaragala,0,32.5,72.3,75.0,8.1,57.1,45.0,51.7,Bg300,6.05
0,Kandy,1,27.2,78.9,136.1,6.5,67.3,34.7,47.1,Bw367,5.8
1,Anuradhapura,0,29.1,77.5,166.8,6.6,67.1,54.0,30.5,Bg366,8.05
1,Matara,1,28.5,80.5,249.3,6.3,69.0,20.3,51.7,Bw367,6.09
0,Ampara,0,33.0,63.1,48.3,7.9,69.1,54.8,64.9,Bg300,6.05
0,Matara,1,30.5,81.9,215.7,7.4,73.8,42.9,41.7,Bw367,6.38
1,Kurunegala,0,28.2,78.3,153.0,6.9,82.0,39.4,40.0,Bg366,8.05
1,Matale,1,24.4,82.2,212.3,5.3,72.2,30.6,57.2,Bw367,6.67
1,Kegalle,1,27.0,91.9,314.5,5.0,56.7,27.1,37.6,Ld368,5.88
0,Kandy,1,28.1,78.4,161.9,7.0,37.7,35.2,55.0,Bw367,5.8
0,Badulla,1,27.1,72.4,121.7,7.7,45.3,47.3,39.5,Bw367,5.8
0,Ampara,0,34.1,67.7,64.2,9.0,53.5,34.6,32.3,Bg300,5.06
1,Trincomalee,0,27.3,87.1,222.6,5.9,70.2,29.5,42.4,Bg366,7.35
0,Kandy,1,26.1,73.6,163.3,7.3,25.2,28.4,29.6,Bw367,5.1
0,Monaragala,0,32.0,69.2,66.2,8.3,37.6,25.5,25.7,Bg300,4.84
0,Kalutara,1,28.8,79.7,284.6,6.1,59.3,15.5,37.6,Ld368,5.6
1,Matara,1,27.7,86.3,249.4,6.3,67.5,32.6,64.3,Bw367,6.67
0,Hambantota,0,30.6,67.9,45.8,8.9,29.8,23.3,60.3,Bg300,5.5
1,Ampara,0,26.7,80.8,214.8,5.2,78.2,24.3,26.5,Bg366,7.35
0,Anuradhapura,0,31.9,61.1,37.0,8.9,29.0,56.6,39.7,At362,6.2
0,Anuradhapura,0,31.7,65.7,51.8,8.9,61.7,46.8,43.0,Bg300,6.05
1,Hambantota,0,28.9,79.9,129.6,6.1,47.6,42.9,53.9,Bg352,7.14
0,Badulla,1,25.1,76.2,115.0,7.5,32.5,21.7,25.8,Bw367,5.1
1,Ampara,0,26.0,80.5,199.4,5.6,51.1,23.7,41.0,Bg352,7.14
1,Kalutara,1,26.1,84.5,305.5,4.6,73.8,54.3,26.0,Ld368,5.88
1,Anuradhapura,0,27.3,73.7,165.4,6.6,49.4,59.8,42.7,Bg352,7.82
0,Trincomalee,0,32.8,59.9,59.8,8.3,50.8,24.8,33.5,Bg300,5.5
1,Matale,1,24.2,84.7,198.9,6.0,35.4,20.8,37.3,Bw367,5.39
0,Matale,1,28.4,74.1,114.0,6.3,71.7,36.9,56.5,Bw367,6.38
1,Kandy,1,25.8,88.6,209.7,4.7,58.2,45.9,33.8,Bw367,5.51
1,Galle,1,27.1,86.9,242.3,6.0,82.3,20.5,45.4,Bw367,6.09
0,Colombo,1,29.6,72.9,197.1,7.7,51.7,23.9,26.6,Bw367,5.1
0,Monaragala,0,30.9,66.4,65.3,8.6,24.5,46.7,25.6,Bg300,4.84
1,Matale,1,26.4,83.3,195.6,5.1,34.7,36.4,60.5,Bw367,6.09
1,Monaragala,0,28.5,78.0,168.4,5.7,36.0,36.7,55.6,Bg352,7.14
1,Anuradhapura,0,28.5,80.6,174.7,6.5,48.6,30.2,33.9,Bg352,7.14
1,Badulla,1,21.9,85.0,180.2,4.9,67.3,46.2,45.0,Bw367,6.09
1,Badulla,1,22.3,82.9,203.8,5.9,41.4,30.4,46.8,Bw367,6.09
1,Kalutara,1,26.4,91.1,318.0,5.0,77.0,45.0,56.1,Ld368,6.44
1,Matara,1,26.5,81.7,251.7,6.2,81.0,17.5,50.1,Ld368,5.88
0,Kurunegala,0,31.0,68.6,98.8,6.7,54.7,34.4,29.2,Bg300,5.5
0,Kalutara,1,30.3,81.2,285.0,6.7,55.6,43.4,50.4,Ld368,5.6
0,Matara,1,29.2,83.3,211.6,7.4,48.5,15.5,45.7,Bw367,5.8
1,Ampara,0,27.9,82.7,195.3,5.0,72.7,31.0,45.0,Bg366,7.35
0,Anuradhapura,0,32.6,67.0,37.5,7.8,34.3,32.4,52.5,At362,6.2
1,Polonnaruwa,0,27.1,81.5,184.9,5.1,77.0,42.6,51.0,Bg366,8.05
1,Kalutara,1,26.1,83.8,320.7,5.1,34.6,47.2,42.8,Ld368,5.88
0,Badulla,1,24.5,71.3,100.1,6.5,62.0,43.3,49.6,Bw367,6.38
0,Matara,1,31.0,83.1,218.0,6.4,60.0,28.5,56.8,Bw367,5.8
0,Galle,1,29.6,80.1,218.0,6.6,24.7,33.6,58.7,Bw367,5.8
0,Kandy,1,26.6,79.7,162.5,6.2,69.5,35.2,37.7,Bw367,5.8
1,Kalutara,1,25.5,88.6,314.9,4.3,77.9,22.4,34.0,Ld368,5.32
1,Galle,1,27.0,81.3,259.2,5.8,37.4,30.0,57.4,Ld368,5.88
1,Matale,1,24.9,79.4,207.8,6.2,63.0,40.4,55.5,Bw367,6.67
0,Trincomalee,0,35.4,60.6,58.8,8.8,45.7,48.1,64.8,Bg300,5.61
1,Kurunegala,0,26.9,78.8,154.2,6.6,55.0,55.3,30.9,Bg352,7.14
1,Kalutara,1,26.9,88.2,321.7,5.8,36.4,20.2,30.2,Ld368,5.21
0,Trincomalee,0,35.0,64.4,65.8,8.4,42.3,59.3,31.3,Bg300,5.06
1,Kalutara,1,26.6,87.6,322.0,5.7,75.2,30.0,53.7,Ld368,6.44
1,Kandy,1,24.2,87.4,230.4,5.1,62.7,48.8,57.5,Bw367,6.67
0,Ratnapura,1,27.6,84.2,285.2,5.3,32.2,33.2,38.2,Ld368,4.93
0,Matara,1,31.0,76.9,226.9,7.4,73.0,34.9,49.6,Bw367,6.38
1,Polonnaruwa,0,28.0,79.6,193.1,6.4,32.8,55.3,59.1,Bg352,7.14
1,Kurunegala,0,27.0,80.6,174.8,5.6,62.5,47.3,62.4,Bg366,8.05
1,Kalutara,1,26.9,84.2,306.2,4.4,78.5,45.0,55.3,Ld368,5.88
1,Kandy,1,24.5,81.5,214.9,4.6,69.9,21.4,53.1,Bw367,5.51
0,Matale,1,28.9,71.4,114.4,6.7,58.5,19.5,58.2,Bw367,5.8
0,Kandy,1,27.1,73.6,149.0,7.3,36.4,44.4,46.9,Bw367,5.8
1,Matara,1,25.9,79.1,246.0,5.4,48.4,36.9,29.1,Bw367,6.09
0,Hambantota,0,31.0,71.3,50.0,7.7,71.2,41.2,61.9,Bg300,6.05
0,Polonnaruwa,0,33.3,62.0,53.2,9.0,47.2,56.5,40.1,Bg300,5.06
0,Polonnaruwa,0,33.6,58.4,44.5,8.8,28.9,53.5,56.9,At362,5.7
1,Ampara,0,28.1,86.2,204.1,5.9,69.3,31.8,47.0,Bg366,7.35
1,Kurunegala,0,26.9,85.3,170.0,6.8,74.2,39.5,40.3,Bg366,8.05
1,Hambantota,0,28.5,72.5,120.2,6.2,68.0,33.4,35.4,Bg352,7.14
0,Kurunegala,0,30.0,71.3,113.6,6.7,42.3,26.2,46.7,Bg300,5.5
1,Kurunegala,0,27.1,77.4,145.9,6.4,48.0,42.9,31.5,Bg352,7.14
0,Colombo,1,31.7,75.0,204.8,6.8,62.0,19.8,55.5,Bw367,5.8
1,Galle,1,28.1,87.4,246.3,6.2,45.6,53.7,55.7,Bw367,6.67
0,Hambantota,0,30.8,72.4,52.7,7.4,20.0,30.2,59.1,Bg300,5.5
0,Trincomalee,0,33.5,57.0,56.6,8.5,61.0,37.9,52.1,Bg300,5.61
1,Anuradhapura,0,27.5,80.7,173.0,6.6,33.9,53.4,28.7,Bg352,7.14
0,Polonnaruwa,0,32.6,67.6,59.5,8.3,28.2,34.1,38.5,Bg300,4.84
1,Kandy,1,25.3,87.5,222.3,5.7,40.8,21.5,55.0,Bw367,6.09
1,Trincomalee,0,28.1,85.2,232.8,5.4,78.9,38.2,36.1,Bg366,8.05
0,Monaragala,0,31.9,70.5,77.8,8.4,37.0,42.5,61.5,Bg300,5.5
1,Monaragala,0,26.8,82.6,156.5,6.1,46.2,25.3,55.9,Bg352,7.14
1,Ampara,0,26.6,79.8,212.6,5.8,31.0,29.7,42.2,Bg352,6.32
0,Kurunegala,0,32.3,68.9,116.2,6.8,30.9,33.5,56.8,Bg300,5.5
0,Kegalle,1,30.2,86.2,257.4,6.8,44.8,49.6,28.6,Ld368,5.6
0,Trincomalee,0,33.1,58.0,62.3,9.5,55.8,25.8,62.4,Bg300,5.06
1,Kurunegala,0,26.8,82.9,168.3,6.6,83.2,24.6,48.2,Bg366,8.05
1,Polonnaruwa,0,28.9,80.1,204.9,5.7,53.2,30.1,57.7,Bg352,7.14
0,Trincomalee,0,33.3,57.6,64.5,9.1,72.8,30.1,27.8,Bg300,5.06
1,Galle,1,25.8,82.6,238.8,5.2,35.8,53.2,36.1,Bw367,6.09
1,Hambantota,0,29.0,74.6,116.1,6.4,33.7,40.8,37.5,Bg352,7.14
0,Colombo,1,31.2,75.3,205.1,6.8,60.0,15.6,31.1,Bw367,5.8
1,Kandy,1,25.3,80.7,210.6,5.0,30.5,45.5,47.4,Bw367,6.09
1,Kandy,1,23.2,81.4,218.5,5.0,73.1,21.4,64.0,Bw367,6.67
0,Polonnaruwa,0,32.8,60.7,47.4,8.1,28.2,49.8,32.5,Bg300,5.5
1,Hambantota,0,27.1,71.8,121.6,6.6,40.5,50.9,44.6,Bg352,7.14
0,Kalutara,1,28.0,84.1,295.0,6.5,32.1,38.8,61.2,Ld368,5.6
1,Trincomalee,0,27.8,80.8,212.6,4.8,44.7,36.4,27.6,Bg352,6.46
0,Ampara,0,33.2,64.9,46.1,8.9,43.7,50.5,57.9,Bg300,5.61
1,Colombo,1,27.8,84.8,239.8,5.4,36.4,52.9,33.5,Bw367,6.09
1,Ratnapura,1,25.0,88.3,324.6,4.3,70.5,42.6,46.7,Ld368,5.88
0,Kalutara,1,29.0,87.9,288.7,5.5,57.5,16.9,35.0,Ld368,5.6
0,Trincomalee,0,34.7,61.9,40.9,9.1,42.6,56.9,45.0,At362,5.7
1,Matara,1,26.4,86.6,246.6,6.4,31.9,32.9,52.2,Bw367,6.09
1,Hambantota,0,27.0,75.1,132.7,6.3,65.2,45.8,31.4,Bg352,7.14
1,Polonnaruwa,0,27.4,76.9,197.5,5.8,58.6,25.4,45.7,Bg366,7.35
0,Nuwara Eliya,1,18.5,87.6,216.0,5.4,37.3,24.1,41.3,Bw367,5.1
0,Colombo,1,31.8,75.9,214.7,7.6,24.4,41.4,35.8,Bw367,5.1
1,Kandy,1,25.1,82.8,205.0,5.8,75.2,19.9,40.0,Bw367,6.09
0,Hambantota,0,32.0,67.2,54.0,7.6,46.4,23.4,25.9,Bg300,4.84
1,Monaragala,0,28.7,81.9,181.0,6.5,65.6,53.9,40.6,Bg366,8.05
1,Badulla,1,23.3,79.8,200.8,5.0,77.5,27.5,38.1,Bw367,6.09
1,Trincomalee,0,28.2,80.7,223.9,5.6,45.5,59.4,27.6,Bg352,7.14
1,Galle,1,25.9,81.0,261.9,5.7,81.4,28.8,52.1,Ld368,6.44
1,Hambantota,0,28.5,72.6,124.9,7.5,54.8,50.0,50.8,Bg352,7.82
0,Kalutara,1,27.6,85.4,285.9,5.8,72.2,45.9,63.5,Ld368,6.16
0,Matara,1,30.1,83.8,233.4,7.8,72.3,15.3,54.6,Bw367,5.8
1,Colombo,1,26.4,82.7,247.0,5.6,42.4,17.4,28.8,Bw367,5.39
0,Ratnapura,1,28.5,79.3,294.1,6.2,48.4,25.9,51.3,Ld368,5.6
0,Trincomalee,0,34.6,63.8,42.8,9.6,46.8,35.7,63.2,At362,5.7
0,Badulla,1,26.7,77.6,100.0,7.8,45.5,30.8,61.8,Bw367,5.8
1,Ampara,0,28.4,79.4,200.1,4.8,79.3,28.0,37.3,Bg366,6.65
1,Kalutara,1,25.9,89.7,323.6,4.7,52.4,45.8,42.3,Ld368,5.32
1,Galle,1,26.4,83.5,235.9,6.4,64.4,35.0,40.3,Bw367,6.09
0,Kandy,1,27.1,76.6,148.9,6.1,29.9,37.3,58.7,Bw367,5.8
1,Colombo,1,27.0,86.8,249.9,6.2,81.1,32.8,64.3,Bw367,6.67
0,Nuwara Eliya,1,18.2,85.4,206.3,5.2,36.8,39.7,36.0,Bw367,5.8
1,Kegalle,1,27.2,90.8,314.1,5.4,67.5,37.4,30.0,Ld368,5.88
1,Anuradhapura,0,27.4,81.9,170.2,6.7,58.8,48.6,29.4,Bg366,7.35
0,Badulla,1,27.4,73.7,103.9,6.5,27.1,24.3,50.7,Bw367,5.1
0,Galle,1,28.7,78.0,218.9,6.4,65.2,40.6,63.0,Bw367,6.38
1,Anuradhapura,0,28.9,80.0,172.8,6.4,69.4,38.4,52.5,Bg366,8.05
1,Kalutara,1,26.0,87.7,321.9,4.8,52.2,39.3,55.1,Ld368,5.32
0,Polonnaruwa,0,33.2,59.9,50.3,9.1,74.2,41.7,35.9,Bg300,5.61
0,Monaragala,0,31.6,64.4,78.8,7.9,51.1,50.0,27.7,Bg300,5.5
1,Ratnapura,1,25.6,91.6,333.6,5.6,53.2,53.0,26.4,Ld368,5.88
0,Kandy,1,27.3,81.1,151.0,6.2,38.3,50.9,43.1,Bw367,5.8
0,Kalutara,1,27.6,81.6,300.5,6.6,32.2,31.5,32.9,Ld368,4.93
1,Matara,1,27.5,86.5,246.4,6.4,82.2,16.3,64.0,Bw367,6.67
1,Ratnapura,1,24.7,93.1,332.9,5.1,31.0,36.5,50.2,Ld368,5.88
1,Matale,1,27.0,86.6,186.9,6.2,63.7,47.0,41.3,Bw367,6.67
1,Anuradhapura,0,27.9,74.5,175.7,6.6,32.1,26.0,30.0,Bg352,6.32
1,Ratnapura,1,24.7,93.2,331.5,4.1,71.3,41.2,55.7,Ld368,5.88
0,Galle,1,31.0,75.4,222.0,6.6,44.7,51.9,47.4,Bw367,5.8
1,Kegalle,1,25.7,86.2,314.0,5.3,65.0,43.5,55.8,Ld368,6.44
0,Matara,1,31.0,81.9,212.0,7.8,40.0,21.8,45.0,Bw367,5.8
0,Kalutara,1,29.4,86.6,282.9,6.5,42.0,31.6,36.2,Ld368,5.6
0,Trincomalee,0,33.6,65.3,68.9,9.6,29.0,20.6,42.5,Bg300,4.4
0,Badulla,1,27.4,78.8,112.4,6.2,65.4,22.1,27.2,Bw367,5.8
1,Ampara,0,26.3,80.9,197.6,5.7,45.5,54.6,39.3,Bg352,7.14
0,Ratnapura,1,27.2,81.8,285.3,6.4,33.4,35.2,57.7,Ld368,5.6
1,Badulla,1,21.4,83.3,193.0,4.7,49.2,39.3,63.1,Bw367,6.09
1,Ratnapura,1,24.9,89.8,325.3,5.6,31.7,18.6,28.1,Ld368,5.21
1,Anuradhapura,0,29.0,80.4,191.9,5.7,34.8,22.3,59.1,Bg352,7.14
1,Matale,1,24.4,82.1,193.2,4.7,73.4,47.5,33.8,Bw367,6.09
1,Kurunegala,0,25.9,81.6,152.4,6.2,51.2,28.4,55.0,Bg352,7.14
1,Kalutara,1,27.4,88.6,320.0,4.2,71.2,17.1,63.0,Ld368,5.88
0,Nuwara Eliya,1,18.5,82.2,220.8,5.6,69.0,47.3,57.8,Bw367,6.38
1,Badulla,1,21.1,79.9,194.5,5.3,61.2,24.2,51.0,Bw367,6.09
0,Hambantota,0,32.3,67.7,29.4,7.9,47.9,33.7,47.7,At362,6.2
0,Colombo,1,29.3,73.5,187.4,7.8,70.1,52.5,63.4,Bw367,6.38
1,Badulla,1,22.6,80.3,179.1,5.9,77.1,46.4,58.4,Bw367,6.67
1,Trincomalee,0,26.9,83.6,234.9,6.1,62.9,25.5,35.3,Bg366,7.35
0,Trincomalee,0,32.6,64.1,66.5,8.9,52.0,26.5,33.8,Bg300,5.5
1,Colombo,1,27.6,86.3,240.7,5.5,44.6,30.4,49.9,Bw367,6.09
0,Anuradhapura,0,32.2,65.6,42.3,7.8,21.3,30.1,28.7,At362,5.46
1,Kegalle,1,26.8,89.2,303.3,5.7,45.5,50.4,41.0,Ld368,5.88
0,Kalutara,1,29.4,87.7,286.1,5.5,44.5,36.8,57.0,Ld368,5.6
0,Polonnaruwa,0,34.4,65.8,39.0,9.0,57.0,59.9,30.5,At362,5.7
0,Polonnaruwa,0,34.4,59.8,45.3,8.4,71.3,59.3,57.6,Bg300,5.61
1,Kandy,1,24.2,82.4,231.7,5.9,53.0,41.3,31.6,Bw367,6.09
0,Matara,1,31.1,82.7,219.2,6.8,59.1,27.6,29.8,Bw367,5.8
1,Anuradhapura,0,27.3,75.2,165.2,6.2,63.8,27.5,62.7,Bg366,8.05
0,Kurunegala,0,31.6,71.1,105.8,7.9,60.8,44.3,36.7,Bg300,5.5
0,Badulla,1,26.2,78.9,101.4,6.8,68.1,17.0,45.5,Bw367,5.8
1,Matale,1,24.5,82.3,188.3,5.4,60.9,15.0,29.6,Bw367,6.09
1,Kalutara,1,26.8,87.2,321.6,5.4,62.8,15.4,60.2,Ld368,5.88
1,Kandy,1,23.1,84.4,224.8,6.0,82.3,30.8,49.6,Bw367,6.67
1,Trincomalee,0,28.0,83.8,212.8,4.8,56.8,48.9,63.8,Bg366,7.35
1,Monaragala,0,29.2,83.5,168.6,6.4,40.6,42.5,28.0,Bg352,7.14
1,Matale,1,26.6,78.5,187.7,5.1,78.8,28.3,32.7,Bw367,6.09
1,Kegalle,1,25.5,85.3,307.2,4.7,79.3,37.5,46.5,Ld368,5.88
0,Matale,1,30.0,75.7,109.7,6.5,45.8,46.2,62.6,Bw367,6.38
1,Kandy,1,24.5,82.5,225.2,6.0,56.2,21.5,29.1,Bw367,6.09
1,Polonnaruwa,0,27.1,82.5,185.2,6.0,45.9,51.9,56.9,Bg352,7.82
0,Kandy,1,27.6,75.8,159.3,6.0,35.9,22.4,52.0,Bw367,5.8
0,Kegalle,1,29.3,81.2,258.0,7.0,47.9,31.3,48.6,Ld368,5.6
0,Polonnaruwa,0,34.1,61.2,39.2,8.2,68.2,34.9,47.9,At362,6.32
1,Galle,1,26.7,88.1,247.9,5.9,53.7,30.7,64.6,Bw367,6.09
1,Matara,1,27.8,83.5,250.9,6.4,55.9,53.9,28.0,Ld368,5.88
1,Monaragala,0,28.1,81.3,169.3,5.4,39.4,54.1,59.7,Bg352,7.82
1,Hambantota,0,27.4,72.9,114.9,6.0,32.6,32.4,33.9,Bg352,6.32
0,Kegalle,1,29.8,83.8,269.5,7.0,21.6,28.8,57.9,Ld368,5.6
0,Kandy,1,28.9,82.4,140.1,7.3,72.0,29.9,64.3,Bw367,6.38
1,Kalutara,1,25.8,89.0,315.5,4.9,48.5,39.8,64.1,Ld368,5.88
1,Colombo,1,27.7,77.8,241.6,5.7,36.7,33.7,25.1,Bw367,5.39
1,Kalutara,1,25.1,91.2,322.5,4.5,59.7,26.1,44.7,Ld368,5.32
1,Kurunegala,0,26.3,84.0,148.8,5.5,72.2,46.6,44.9,Bg352,7.82
0,Badulla,1,26.0,75.4,106.8,7.0,49.1,42.7,53.4,Bw367,5.8
0,Badulla,1,25.7,71.8,110.8,7.5,26.5,19.5,28.2,Bw367,5.1
0,Kegalle,1,27.5,86.8,265.7,6.0,25.0,38.4,48.4,Ld368,5.6
1,Badulla,1,21.9,82.7,184.6,5.4,48.8,42.0,36.8,Bw367,6.09
1,Nuwara Eliya,1,15.3,85.0,279.8,3.6,33.1,51.4,37.9,Ld368,5.32
0,Colombo,1,29.5,80.5,192.2,7.3,57.7,51.2,49.3,Bw367,6.38
1,Matale,1,25.7,80.0,205.7,5.0,60.6,40.9,60.9,Bw367,6.67
0,Trincomalee,0,32.8,62.1,54.9,8.2,53.4,52.3,55.0,Bg300,6.05
0,Kurunegala,0,32.1,70.4,123.4,6.8,46.7,43.9,34.9,Bg300,5.5
1,Hambantota,0,28.9,70.2,123.3,6.8,40.8,59.8,60.9,Bg352,7.82
1,Monaragala,0,28.3,76.3,180.7,5.6,49.9,45.3,25.0,Bg352,7.14
1,Kandy,1,25.7,86.8,216.6,5.5,81.5,22.5,46.3,Bw367,6.67
1,Trincomalee,0,28.1,86.2,229.0,6.1,42.8,21.9,36.6,Bg352,6.32
1,Trincomalee,0,27.9,82.5,219.2,5.9,42.4,28.7,48.6,Bg352,7.14
1,Badulla,1,23.8,82.6,197.8,5.6,33.0,18.4,33.1,Bw367,5.39
0,Badulla,1,24.5,79.4,123.6,7.3,60.4,52.3,33.4,Bw367,5.8
0,Kalutara,1,29.8,85.3,285.8,6.3,56.0,39.8,53.2,Ld368,5.6
0,Ratnapura,1,28.1,83.3,272.8,5.5,27.6,29.7,44.7,Ld368,4.93
1,Galle,1,28.3,87.7,256.9,5.1,63.2,36.2,64.3,Ld368,6.44
1,Galle,1,28.1,81.6,235.5,5.9,35.4,19.6,54.8,Bw367,6.09
1,Matara,1,27.6,88.2,234.5,5.3,35.9,20.2,27.5,Bw367,5.39
1,Nuwara Eliya,1,15.0,92.1,291.1,4.5,59.2,19.1,53.4,Ld368,5.32
0,Badulla,1,25.5,73.2,121.1,7.6,38.6,29.2,48.2,Bw367,5.8
0,Polonnaruwa,0,32.7,63.9,56.6,8.6,65.1,56.6,32.0,Bg300,6.05
0,Badulla,1,26.7,79.0,102.4,7.3,64.7,29.3,31.7,Bw367,5.8
0,Ampara,0,32.7,61.1,38.3,8.4,58.1,29.3,55.8,At362,6.2
1,Polonnaruwa,0,27.3,82.0,184.1,6.0,73.9,43.8,45.5,Bg366,8.05
1,Kalutara,1,28.0,84.8,315.7,4.3,32.4,26.2,63.8,Ld368,5.32
1,Kurunegala,0,26.3,78.3,172.6,6.0,46.9,54.3,49.2,Bg352,7.82
0,Badulla,1,27.3,80.0,97.1,6.6,28.5,36.4,55.0,Bw367,5.8
1,Ratnapura,1,26.6,90.7,326.8,5.5,53.4,28.7,52.4,Ld368,5.88
1,Kalutara,1,25.6,91.5,296.7,4.2,38.7,54.1,45.9,Ld368,5.32
1,Ratnapura,1,27.3,91.4,330.1,4.3,35.8,35.6,55.9,Ld368,5.32
0,Ampara,0,33.6,66.6,41.8,8.9,41.6,22.8,33.1,At362,4.96
0,Matale,1,29.7,79.7,123.0,6.6,38.0,27.8,38.1,Bw367,5.1
0,Polonnaruwa,0,33.1,61.9,34.5,8.0,32.0,24.3,56.4,At362,5.7
1,Ampara,0,27.6,78.3,217.7,5.8,41.9,44.3,45.1,Bg352,7.14
0,Anuradhapura,0,34.0,61.0,50.2,9.1,36.5,30.4,60.6,Bg300,5.06
1,Galle,1,27.5,87.4,258.7,6.4,74.2,41.3,60.8,Ld368,6.44
0,Kurunegala,0,32.4,74.8,100.8,7.8,24.1,32.7,29.6,Bg300,4.84
1,Colombo,1,27.3,84.1,242.1,5.4,60.9,41.4,60.3,Bw367,6.67
0,Monaragala,0,32.0,64.7,62.4,8.5,42.7,47.9,45.3,Bg300,5.5
0,Trincomalee,0,33.5,61.7,46.0,8.1,35.9,34.8,47.6,Bg300,5.06
1,Matara,1,28.5,79.7,243.4,5.1,65.6,19.7,62.9,Bw367,6.09
0,Anuradhapura,0,31.1,67.8,54.1,8.5,53.1,47.1,60.4,Bg300,6.05
0,Hambantota,0,32.5,74.9,34.0,7.6,60.2,59.1,29.7,At362,6.2
