temperature,humidity,soil_moisture,rain,season_encoded,variety
29.1,72.2,11.7,0,0,Red Rice
31.5,82.7,20.3,1,0,Red Rice
32.7,86.3,57.1,0,1,White Rice
25.6,80.7,76.0,1,1,Nadu_BG366
34.3,82.4,34.9,1,0,Samba_BG300
28.4,92.0,88.5,1,1,Keeri Samba
32.5,84.5,34.6,0,0,Samba_BG300
26.3,82.9,13.2,1,1,Red Rice
32.2,94.0,88.6,1,1,Nadu_BG366
32.4,77.5,55.8,0,0,Samba_BG300
33.8,68.5,54.0,0,0,Samba_BG300
27.5,82.1,12.0,1,1,Red Rice
33.4,75.3,37.4,1,0,Samba_BG300
31.8,86.4,68.2,1,0,Samba_BG300
26.8,62.0,57.0,1,1,White Rice
25.5,80.0,75.6,1,0,Samba_BG300
27.8,94.8,87.3,1,0,Samba_BG300
31.3,80.3,69.3,1,0,Samba_BG300
31.9,69.9,65.5,1,0,Samba_BG300
33.6,93.7,60.3,0,1,Samba_BG352
33.1,80.3,59.5,1,1,White Rice
33.3,62.0,69.8,1,1,White Rice
31.4,71.0,86.6,0,1,Keeri Samba
26.7,84.9,24.1,0,1,Red Rice
25.5,76.9,11.2,1,1,Red Rice
30.0,91.9,21.7,1,1,Red Rice
34.0,80.1,38.1,1,1,Samba_BG300
28.1,75.7,42.4,1,1,Red Rice
34.8,91.7,14.4,1,0,Red Rice
34.2,69.3,81.7,0,0,Samba_BG300
27.1,81.5,27.8,1,0,Red Rice
34.5,83.7,34.1,0,1,Red Rice
33.2,71.7,56.0,1,0,Samba_BG300
33.0,64.9,20.4,1,1,Red Rice
33.4,79.1,16.9,0,1,Red Rice
28.5,83.0,53.0,1,1,White Rice
31.3,69.3,13.1,1,1,Red Rice
30.1,64.9,44.0,1,1,Red Rice
31.9,83.6,88.4,1,0,Samba_BG300
26.3,91.0,32.0,0,0,Samba_BG300
34.1,73.4,60.5,1,0,Samba_BG300
25.8,80.1,17.9,1,0,Red Rice
26.7,90.6,69.0,0,1,White Rice
27.7,91.9,60.7,1,0,Samba_BG300
28.2,87.7,64.4,0,1,Samba_BG352
26.0,91.4,84.8,1,1,Nadu_BG366
26.7,61.6,56.4,1,1,White Rice
25.1,88.2,16.1,1,0,Red Rice
34.7,92.1,50.2,1,1,Samba_BG352
34.8,93.8,23.1,0,1,Red Rice
27.1,87.4,26.3,0,0,Red Rice
28.4,94.3,60.4,1,0,Samba_BG300
34.1,64.8,14.3,0,1,Red Rice
25.6,64.2,56.5,1,1,Samba_BG352
33.4,75.6,66.7,1,0,Samba_BG300
28.6,86.3,50.0,0,1,Samba_BG352
28.0,61.2,60.8,1,1,Samba_BG352
28.9,91.2,75.1,1,0,Samba_BG300
31.3,74.6,21.5,0,1,Red Rice
31.4,69.7,46.0,1,0,Samba_BG300
28.2,77.7,23.0,1,1,Red Rice
32.2,83.3,37.5,0,0,Samba_BG300
25.1,60.7,56.9,1,1,White Rice
25.1,74.8,67.4,1,0,Samba_BG300
27.7,94.4,40.6,0,1,Red Rice
27.4,82.0,76.4,1,1,Nadu_BG360
33.7,83.4,45.8,1,1,Red Rice
25.6,91.9,66.2,1,1,Samba_BG352
26.3,70.2,79.5,1,1,Nadu_BG366
30.9,77.2,25.4,1,0,Red Rice
27.5,89.1,47.1,1,1,Red Rice
31.3,79.0,20.4,1,1,Red Rice
34.3,76.1,24.5,1,0,Red Rice
26.6,74.2,84.1,1,1,Nadu_BG360
30.2,62.9,88.8,1,1,Keeri Samba
32.1,75.0,34.5,1,0,Samba_BG300
27.5,85.1,72.1,1,0,Samba_BG300
29.1,63.5,50.7,0,1,White Rice
27.2,78.7,89.7,1,0,Samba_BG300
27.4,69.8,42.9,0,0,Samba_BG300
28.7,63.6,66.2,0,1,Samba_BG352
35.0,90.0,42.6,1,1,Red Rice
32.9,81.6,13.6,1,1,Red Rice
34.0,81.8,20.7,0,0,Red Rice
34.5,74.2,71.7,1,0,Samba_BG300
31.7,84.1,37.3,0,0,Samba_BG300
32.9,67.0,74.4,1,0,Samba_BG300
34.4,66.4,55.4,1,0,Samba_BG300
30.8,82.6,11.4,1,0,Red Rice
30.0,69.0,66.1,0,1,Samba_BG352
31.0,72.0,86.3,1,1,Nadu_BG360
33.2,83.4,20.0,1,1,Red Rice
29.9,65.2,61.9,0,0,Samba_BG300
27.1,81.3,16.7,1,1,Red Rice
25.7,81.9,30.3,1,0,Samba_BG300
31.2,92.7,26.5,1,0,Red Rice
26.3,79.1,53.7,0,1,Samba_BG352
33.5,90.0,17.9,0,1,Red Rice
25.8,75.7,18.2,0,1,Red Rice
31.2,72.5,73.1,0,0,Samba_BG300
27.7,71.2,71.1,1,1,Nadu_BG360
29.2,61.6,33.1,1,1,Samba_BG300
32.0,86.6,18.5,1,0,Red Rice
26.9,76.6,38.9,1,0,Samba_BG300
28.9,89.7,49.4,1,0,Samba_BG300
28.4,61.9,54.3,1,1,Samba_BG352
32.3,92.1,82.7,1,1,Keeri Samba
26.1,68.4,85.9,1,1,Keeri Samba
29.6,70.7,12.8,1,1,Red Rice
27.9,62.9,33.9,1,0,Samba_BG300
28.8,69.0,29.5,1,1,Red Rice
32.3,62.7,63.1,0,1,White Rice
27.9,85.3,85.6,1,0,Samba_BG300
25.5,89.8,25.9,1,1,Red Rice
33.2,75.0,25.1,0,1,Red Rice
26.8,77.3,16.6,0,0,Red Rice
30.8,85.7,35.7,0,1,Red Rice
27.7,84.6,62.7,1,1,White Rice
31.7,61.8,19.1,0,0,Red Rice
33.4,90.3,58.2,1,0,Samba_BG300
26.5,70.0,40.1,1,1,Red Rice
26.9,71.0,59.6,1,1,White Rice
26.1,89.7,52.6,1,1,Samba_BG352
32.4,64.1,70.5,0,1,Nadu_BG366
29.0,94.8,24.0,1,0,Red Rice
25.5,62.2,25.0,0,0,Red Rice
32.5,94.8,63.3,1,1,White Rice
25.2,85.5,81.1,0,1,Keeri Samba
27.0,79.8,62.0,1,1,Samba_BG352
27.8,72.9,22.8,1,1,Red Rice
30.6,66.0,25.8,1,0,Red Rice
30.1,77.5,18.8,1,1,Red Rice
33.0,87.6,33.8,0,1,Red Rice
25.9,63.5,25.9,1,0,Red Rice
31.9,65.5,29.5,1,0,Red Rice
34.6,81.4,10.1,1,0,Red Rice
31.5,63.2,85.8,0,1,Nadu_BG366
29.0,61.8,49.7,0,1,Red Rice
27.4,92.6,18.4,0,1,Red Rice
28.7,73.1,22.1,1,0,Red Rice
29.1,88.3,40.3,0,0,Samba_BG300
26.2,94.5,72.5,1,0,Samba_BG300
29.9,60.1,50.1,1,1,White Rice
26.6,72.4,43.6,1,0,Samba_BG300
34.2,63.3,53.5,1,1,Samba_BG352
31.1,65.8,73.8,1,1,Keeri Samba
29.6,66.1,37.0,0,0,Samba_BG300
28.9,61.3,83.4,1,1,Keeri Samba
33.8,76.6,51.6,0,1,Samba_BG352
34.0,61.8,79.1,1,1,Nadu_BG360
34.4,83.5,63.2,1,1,White Rice
34.6,87.1,59.8,1,1,White Rice
30.4,88.1,50.7,0,1,Samba_BG352
29.4,65.0,18.2,1,1,Red Rice
29.5,65.0,41.2,1,0,Samba_BG300
34.9,84.4,33.5,1,1,Samba_BG300
32.2,70.9,72.6,1,0,Samba_BG300
31.3,65.7,55.2,1,1,White Rice
28.6,81.0,77.9,1,1,Nadu_BG366
27.7,69.7,84.7,1,0,Samba_BG300
28.1,63.0,64.8,1,0,Samba_BG300
30.5,72.6,16.5,0,0,Red Rice
28.2,83.9,79.7,0,0,Samba_BG300
32.2,78.8,50.7,0,0,Samba_BG300
26.3,74.5,71.0,1,1,Nadu_BG360
31.5,82.8,76.0,1,1,Nadu_BG360
27.7,94.3,57.7,1,0,Samba_BG300
26.8,60.4,21.9,1,1,Red Rice
34.7,78.9,46.7,1,0,Samba_BG300
27.1,89.7,82.5,1,0,Samba_BG300
29.6,80.4,38.5,0,0,Samba_BG300
25.6,92.1,59.2,0,1,White Rice
31.8,78.4,67.4,1,0,Samba_BG300
34.7,91.1,58.0,1,0,Samba_BG300
31.5,91.2,68.6,1,1,Samba_BG352
27.7,89.2,44.1,1,1,Red Rice
32.5,84.3,89.3,0,1,Nadu_BG360
28.3,75.4,78.6,1,0,Samba_BG300
33.0,80.4,86.8,1,1,Nadu_BG366
29.1,70.5,69.8,0,1,White Rice
26.9,64.4,34.9,1,1,Samba_BG300
34.2,86.7,50.4,1,0,Samba_BG300
26.4,71.8,56.9,0,0,Samba_BG300
34.5,86.8,31.5,1,1,Samba_BG300
32.3,68.8,49.3,0,1,Red Rice
30.6,79.3,19.2,0,1,Red Rice
32.1,85.0,30.2,1,1,Samba_BG300
31.0,78.9,87.5,1,0,Samba_BG300
27.9,81.1,14.0,0,1,Red Rice
28.2,91.7,25.3,1,0,Red Rice
27.3,84.0,88.6,1,1,Keeri Samba
34.5,77.0,66.2,1,0,Samba_BG300
25.7,92.7,71.3,1,1,Nadu_BG360
31.5,93.9,67.1,1,0,Samba_BG300
31.2,78.9,70.0,1,0,Samba_BG300
29.8,81.8,10.8,0,1,Red Rice
27.7,77.2,76.9,0,0,Samba_BG300
31.0,70.5,42.9,0,1,Red Rice
29.4,91.2,42.9,0,1,Red Rice
32.8,67.0,16.4,1,0,Red Rice
25.4,83.0,32.9,1,0,Samba_BG300
33.5,83.9,14.2,1,1,Red Rice
25.3,63.2,78.4,1,0,Samba_BG300
32.3,94.3,22.5,0,0,Red Rice
29.7,93.6,64.1,1,0,Samba_BG300
25.2,89.2,39.2,1,1,Samba_BG300
27.3,64.0,36.1,0,0,Samba_BG300
27.5,83.4,81.1,1,0,Samba_BG300
31.2,94.0,54.7,1,1,Samba_BG352
34.8,84.4,63.8,0,1,White Rice
32.5,71.1,48.7,0,0,Samba_BG300
32.6,85.0,39.3,0,0,Samba_BG300
27.8,90.8,57.5,1,1,Samba_BG352
31.8,66.6,75.5,0,1,Keeri Samba
28.4,86.2,54.0,1,1,White Rice
31.4,94.1,76.0,0,0,Samba_BG300
28.7,79.9,80.5,1,0,Samba_BG300
33.7,77.6,45.0,1,0,Samba_BG300
25.5,66.7,73.2,1,1,Nadu_BG360
28.8,89.9,69.9,0,1,White Rice
27.5,92.2,56.5,1,0,Samba_BG300
34.4,67.4,51.6,1,1,Samba_BG352
33.2,91.5,72.6,0,0,Samba_BG300
32.6,68.7,12.9,0,1,Red Rice
31.6,80.7,43.8,0,1,Red Rice
26.1,74.2,48.8,1,1,Red Rice
34.7,70.0,15.7,1,1,Red Rice
32.0,74.4,21.1,1,1,Red Rice
34.5,62.4,46.5,1,0,Samba_BG300
25.9,75.7,70.5,1,0,Samba_BG300
32.0,63.2,49.8,0,1,Red Rice
34.0,84.0,78.7,0,1,Nadu_BG360
28.2,66.2,29.1,1,1,Red Rice
26.5,62.3,68.4,1,1,Samba_BG352
33.1,73.6,73.7,1,1,Nadu_BG360
34.3,73.8,73.4,0,1,Nadu_BG360
33.7,61.5,76.5,1,1,Nadu_BG360
27.5,79.4,52.2,1,0,Samba_BG300
32.5,60.6,51.4,1,1,Samba_BG352
28.0,83.9,26.6,1,1,Red Rice
27.2,83.7,74.3,1,1,Nadu_BG366
31.6,72.4,74.7,0,1,Nadu_BG360
25.0,68.0,42.5,1,0,Samba_BG300
34.3,79.1,62.9,1,1,Samba_BG352
27.3,84.8,75.9,1,0,Samba_BG300
26.5,84.7,29.5,1,1,Red Rice
32.7,62.6,76.2,1,0,Samba_BG300
30.8,87.5,11.4,1,1,Red Rice
33.1,76.1,27.9,1,1,Red Rice
26.6,83.3,66.7,0,0,Samba_BG300
27.4,92.8,23.7,0,1,Red Rice
31.4,89.9,69.0,1,0,Samba_BG300
25.7,94.7,42.6,0,1,Red Rice
30.2,80.6,23.9,1,0,Red Rice
33.4,80.0,89.9,0,0,Samba_BG300
31.0,81.1,15.2,1,1,Red Rice
34.1,94.1,28.6,1,1,Red Rice
27.9,77.9,74.5,0,1,Nadu_BG360
27.9,85.8,46.3,1,1,Red Rice
26.4,74.9,54.2,1,1,Samba_BG352
29.0,87.2,85.3,1,0,Samba_BG300
30.5,88.9,34.3,1,0,Samba_BG300
31.9,69.1,30.4,1,0,Samba_BG300
26.0,78.4,14.6,0,1,Red Rice
28.7,78.7,73.1,1,0,Samba_BG300
29.3,71.7,35.3,1,1,Samba_BG300
25.5,83.3,74.6,1,0,Samba_BG300
27.4,92.6,78.8,1,0,Samba_BG300
33.0,92.6,71.6,1,1,Nadu_BG366
25.6,78.1,20.0,1,1,Red Rice
34.3,63.1,50.9,1,1,Samba_BG352
26.6,72.8,59.5,0,1,White Rice
34.1,65.8,19.7,0,0,Red Rice
28.3,89.3,34.8,1,1,Samba_BG300
25.7,67.9,84.5,1,0,Samba_BG300
31.0,63.8,50.7,1,0,Samba_BG300
34.1,82.2,15.8,1,0,Red Rice
33.1,68.2,26.1,1,0,Red Rice
26.8,80.2,86.6,1,0,Samba_BG300
32.3,71.8,36.3,0,1,Red Rice
26.9,66.7,71.5,0,0,Samba_BG300
25.1,62.6,52.9,1,0,Samba_BG300
34.3,67.2,38.7,0,1,Red Rice
31.6,77.9,48.2,1,1,Red Rice
29.9,91.4,74.5,0,1,Nadu_BG366
29.2,68.0,26.0,0,0,Red Rice
32.6,86.8,38.5,0,1,Red Rice
33.5,76.9,43.3,1,0,Samba_BG300
34.3,82.7,40.4,1,1,Red Rice
34.1,81.5,43.0,1,1,Red Rice
26.7,89.8,80.2,1,0,Samba_BG300
29.0,82.7,65.8,1,1,White Rice
25.9,74.9,20.3,1,0,Red Rice
25.5,79.9,40.6,1,0,Samba_BG300
33.1,90.4,63.8,0,1,Samba_BG352
32.6,64.8,28.3,1,1,Red Rice
32.9,68.5,82.7,0,0,Samba_BG300
33.2,72.6,53.3,1,0,Samba_BG300
28.8,77.8,35.5,1,1,Samba_BG300
31.4,70.4,20.1,1,0,Red Rice
33.5,74.5,19.0,0,1,Red Rice
25.6,74.5,53.7,1,0,Samba_BG300
28.8,72.4,20.6,1,1,Red Rice
30.4,92.7,76.8,1,0,Samba_BG300
33.8,61.4,74.4,1,0,Samba_BG300
34.5,68.4,29.2,0,1,Red Rice
34.0,74.2,46.5,1,0,Samba_BG300
31.2,61.4,24.9,1,0,Red Rice
31.9,73.6,37.7,1,0,Samba_BG300
27.4,67.3,30.0,1,0,Samba_BG300
31.1,84.8,11.7,0,0,Red Rice
25.8,72.5,69.8,1,0,Samba_BG300
28.1,90.1,66.0,1,0,Samba_BG300
25.4,94.5,40.7,0,1,Red Rice
33.1,69.1,60.9,1,0,Samba_BG300
33.4,69.3,45.9,1,1,Red Rice
27.7,80.7,50.5,0,1,White Rice
25.8,84.1,72.8,1,0,Samba_BG300
29.9,90.7,52.2,1,0,Samba_BG300
27.7,76.2,81.0,1,1,Keeri Samba
29.0,76.1,11.2,0,1,Red Rice
32.8,64.6,58.1,0,1,White Rice
26.5,66.4,39.2,1,1,Samba_BG300
34.7,67.8,74.4,0,0,Samba_BG300
31.4,79.5,69.1,1,1,White Rice
29.3,76.9,61.8,0,1,Samba_BG352
31.2,70.8,16.9,0,1,Red Rice
32.6,75.8,13.5,1,0,Red Rice
33.4,61.5,28.9,1,1,Red Rice
28.2,94.9,89.7,0,0,Samba_BG300
25.7,61.0,29.6,1,0,Red Rice
32.2,67.4,18.4,1,0,Red Rice
30.2,91.8,74.3,0,1,Keeri Samba
30.7,91.8,19.8,1,1,Red Rice
30.8,62.9,71.3,0,0,Samba_BG300
28.2,93.1,32.6,1,1,Samba_BG300
30.3,86.7,10.4,1,0,Red Rice
31.3,83.4,20.1,1,0,Red Rice
29.7,80.0,13.7,1,0,Red Rice
32.5,67.7,45.4,1,1,Red Rice
31.6,68.4,32.4,1,0,Samba_BG300
33.2,78.1,46.9,1,0,Samba_BG300
32.4,62.5,79.2,1,0,Samba_BG300
32.1,61.8,78.8,1,1,Nadu_BG366
27.4,76.9,80.9,1,0,Samba_BG300
28.6,63.5,87.0,1,1,Nadu_BG366
28.2,94.4,20.8,1,1,Red Rice
27.3,92.3,57.4,1,0,Samba_BG300
27.5,92.0,19.0,1,0,Red Rice
26.8,88.4,53.3,0,0,Samba_BG300
29.7,69.3,68.7,1,0,Samba_BG300
30.2,63.9,84.7,0,0,Samba_BG300
29.4,86.6,43.6,1,1,Red Rice
26.7,69.4,50.7,0,1,Samba_BG352
30.7,85.0,85.0,1,0,Samba_BG300
34.7,75.4,53.3,1,1,White Rice
33.6,79.1,55.6,1,0,Samba_BG300
25.1,75.5,13.7,1,0,Red Rice
28.7,65.0,65.7,0,0,Samba_BG300
29.3,88.7,82.4,0,1,Nadu_BG360
33.3,62.0,48.4,1,0,Samba_BG300
33.1,89.9,83.1,0,1,Nadu_BG360
28.2,79.3,14.0,0,1,Red Rice
34.2,87.5,36.1,1,1,Samba_BG300
25.0,88.2,16.3,0,1,Red Rice
29.5,75.6,81.7,0,1,Nadu_BG366
26.5,61.0,15.7,1,0,Red Rice
25.9,86.5,58.5,1,1,Samba_BG352
26.4,81.8,26.6,1,0,Red Rice
34.3,93.2,54.4,1,1,White Rice
30.5,62.2,61.4,1,0,Samba_BG300
26.6,77.1,39.1,1,1,Samba_BG300
31.3,70.3,39.9,1,1,Samba_BG300
34.1,89.2,33.8,1,1,Samba_BG300
26.5,75.5,71.7,0,1,Nadu_BG366
31.7,94.0,58.5,0,1,White Rice
33.7,68.1,58.6,1,0,Samba_BG300
25.7,66.8,27.2,1,0,Red Rice
26.0,80.2,54.3,0,0,Samba_BG300
30.2,72.3,28.7,0,0,Red Rice
27.0,93.6,21.4,1,1,Red Rice
31.9,77.1,51.0,0,0,Samba_BG300
31.2,83.6,72.2,1,1,Keeri Samba
25.1,65.7,88.8,0,0,Samba_BG300
34.8,93.1,25.8,1,1,Red Rice
27.7,82.9,41.2,0,1,Red Rice
28.7,77.3,56.3,0,1,Samba_BG352
31.7,82.2,18.0,1,0,Red Rice
27.6,65.7,39.0,0,0,Samba_BG300
25.9,75.1,24.0,1,0,Red Rice
30.8,81.7,32.6,1,0,Samba_BG300
27.9,74.8,62.0,0,1,White Rice
30.4,69.7,14.9,0,0,Red Rice
25.2,84.1,34.1,1,1,Samba_BG300
30.7,74.2,39.1,0,1,Red Rice
30.0,71.6,15.7,0,1,Red Rice
29.5,68.9,76.0,1,1,Nadu_BG360
28.0,66.4,16.9,1,1,Red Rice
29.4,66.6,62.3,0,0,Samba_BG300
28.7,63.5,34.8,1,1,Samba_BG300
32.0,67.6,24.7,1,0,Red Rice
25.2,91.4,26.9,0,0,Red Rice
25.4,91.9,72.0,1,1,Nadu_BG360
34.6,87.0,77.4,1,1,Nadu_BG360
33.3,66.8,81.4,1,1,Nadu_BG360
33.7,95.0,58.6,1,0,Samba_BG300
28.2,94.9,77.6,1,0,Samba_BG300
28.7,73.1,40.7,1,0,Samba_BG300
33.3,84.4,33.3,1,0,Samba_BG300
33.7,77.9,41.9,1,1,Red Rice
26.4,79.0,10.6,0,1,Red Rice
26.4,75.4,49.7,1,0,Samba_BG300
33.8,88.5,86.6,1,0,Samba_BG300
26.1,73.9,36.9,1,1,Samba_BG300
27.1,81.1,50.3,1,0,Samba_BG300
31.7,79.0,76.6,0,0,Samba_BG300
32.9,67.9,64.5,0,1,White Rice
30.6,66.5,27.9,1,1,Red Rice
26.1,81.3,75.6,0,1,Keeri Samba
32.9,62.0,39.6,1,0,Samba_BG300
34.6,92.6,73.2,1,1,Nadu_BG360
31.4,69.1,16.8,0,0,Red Rice
26.5,76.0,49.4,0,1,Red Rice
28.5,74.2,41.5,0,1,Red Rice
32.7,74.6,69.9,1,0,Samba_BG300
32.8,68.8,76.4,1,0,Samba_BG300
30.7,77.5,78.4,1,0,Samba_BG300
29.5,66.6,50.6,1,1,White Rice
32.4,83.2,19.1,1,0,Red Rice
28.9,72.0,76.6,0,1,Nadu_BG366
25.9,93.3,59.8,1,1,White Rice
29.1,67.8,84.6,1,0,Samba_BG300
32.1,83.5,41.5,0,0,Samba_BG300
32.1,77.1,40.6,0,0,Samba_BG300
30.2,62.6,25.4,1,0,Red Rice
33.5,94.9,81.0,1,1,Nadu_BG360
27.3,85.7,34.4,0,1,Red Rice
30.8,91.6,35.6,1,1,Samba_BG300
32.7,90.8,74.5,1,0,Samba_BG300
26.8,91.6,41.8,0,1,Red Rice
31.4,61.8,84.1,1,0,Samba_BG300
33.6,79.8,22.6,1,0,Red Rice
31.8,73.1,21.6,1,0,Red Rice
32.5,77.1,58.3,1,0,Samba_BG300
33.4,90.9,83.8,0,0,Samba_BG300
25.6,60.8,46.0,1,1,Red Rice
28.6,67.5,70.5,1,1,Keeri Samba
28.2,80.7,15.8,0,1,Red Rice
30.7,88.4,74.6,0,0,Samba_BG300
31.7,76.7,61.4,0,1,Samba_BG352
32.8,77.5,38.6,0,1,Red Rice
32.3,89.3,43.2,1,1,Red Rice
30.6,90.9,52.2,1,1,White Rice
32.5,93.8,15.9,0,0,Red Rice
26.7,80.3,54.4,1,1,Samba_BG352
27.7,65.9,59.7,1,0,Samba_BG300
25.7,90.8,30.5,1,0,Samba_BG300
26.3,76.2,77.6,1,0,Samba_BG300
27.8,94.9,70.1,1,1,Nadu_BG360
25.3,79.4,71.0,1,0,Samba_BG300
25.9,71.4,45.0,0,1,Red Rice
25.7,93.4,27.9,1,0,Red Rice
31.4,61.9,42.6,0,1,Red Rice
32.5,91.6,21.2,0,0,Red Rice
32.1,76.2,74.5,0,0,Samba_BG300
25.0,88.4,17.0,1,0,Red Rice
30.2,85.4,56.4,0,1,Samba_BG352
26.3,88.2,89.2,1,1,Keeri Samba
25.5,60.5,83.7,0,1,Keeri Samba
33.2,91.1,51.6,1,1,White Rice
34.6,81.1,54.8,0,1,White Rice
30.8,92.8,79.3,1,1,Nadu_BG366
28.8,63.6,67.5,1,0,Samba_BG300
33.6,70.4,83.9,0,1,Nadu_BG360
31.3,86.2,45.0,1,1,Red Rice
25.3,90.8,11.0,1,1,Red Rice
29.0,89.8,50.0,1,0,Samba_BG300
30.5,67.7,44.3,1,1,Red Rice
27.0,65.1,78.5,1,0,Samba_BG300
27.6,61.3,19.8,1,0,Red Rice
28.2,73.3,89.3,0,1,Nadu_BG360
25.2,67.8,14.5,0,0,Red Rice
29.6,72.7,56.9,1,0,Samba_BG300
34.1,79.8,38.4,1,0,Samba_BG300
32.2,79.5,78.4,1,0,Samba_BG300
28.4,79.6,17.6,0,1,Red Rice
33.1,61.3,52.3,1,0,Samba_BG300
31.1,84.2,40.6,1,1,Red Rice
27.4,85.5,20.5,1,0,Red Rice
31.1,89.1,49.5,0,1,Red Rice
26.2,82.6,30.0,1,0,Samba_BG300
30.0,74.7,42.8,0,0,Samba_BG300
33.8,74.3,33.2,0,1,Red Rice
31.3,71.1,87.9,0,1,Nadu_BG360
28.0,81.0,72.1,1,1,Nadu_BG360
31.1,90.5,11.2,1,1,Red Rice
31.5,61.6,14.3,1,0,Red Rice
30.1,79.7,49.5,1,0,Samba_BG300
28.9,71.1,42.0,0,0,Samba_BG300
27.8,62.6,66.6,1,0,Samba_BG300
32.1,77.2,30.6,1,1,Samba_BG300
28.2,87.4,70.7,1,0,Samba_BG300
34.9,64.6,73.7,1,0,Samba_BG300
33.1,83.4,68.6,1,0,Samba_BG300
25.0,68.6,64.4,0,0,Samba_BG300
31.4,63.8,44.9,1,1,Red Rice
25.8,92.9,30.9,1,0,Samba_BG300
31.3,63.3,17.6,1,0,Red Rice
31.0,71.8,31.0,0,0,Samba_BG300
28.5,94.9,81.1,0,1,Nadu_BG366
31.5,67.3,21.6,1,0,Red Rice
31.2,85.5,84.6,0,1,Nadu_BG360
25.6,81.1,14.6,1,0,Red Rice
34.1,90.8,90.0,0,1,Nadu_BG360
30.9,69.1,88.6,1,1,Keeri Samba
25.3,84.1,58.3,1,0,Samba_BG300
34.8,82.3,22.9,1,0,Red Rice
34.1,72.3,42.9,0,0,Samba_BG300
32.1,67.0,26.9,1,1,Red Rice
28.1,76.9,35.8,1,0,Samba_BG300
32.9,89.4,62.4,0,1,Samba_BG352
28.1,64.1,31.9,0,1,Red Rice
27.9,84.7,68.8,1,0,Samba_BG300
26.0,92.3,55.5,1,1,White Rice
27.6,84.3,13.2,1,1,Red Rice
33.4,74.0,51.8,1,1,White Rice
33.0,69.5,67.8,0,0,Samba_BG300
33.4,88.0,42.8,0,1,Red Rice
27.1,60.4,72.1,1,0,Samba_BG300
28.5,82.5,29.7,0,0,Red Rice
33.5,87.2,31.5,1,0,Samba_BG300
34.7,94.3,31.5,0,0,Samba_BG300
26.0,86.0,74.5,0,0,Samba_BG300
33.7,64.9,20.2,0,1,Red Rice
34.1,82.8,71.9,1,1,Nadu_BG360
29.8,79.3,60.5,0,1,Samba_BG352
26.7,93.8,11.2,1,0,Red Rice
33.2,67.3,29.3,0,0,Red Rice
32.3,84.0,76.7,0,1,Nadu_BG360
30.3,92.6,86.1,1,1,Keeri Samba
32.4,91.3,45.8,1,0,Samba_BG300
32.3,61.8,80.7,1,1,Nadu_BG366
30.6,64.7,35.6,1,1,Samba_BG300
26.9,75.4,56.8,1,1,White Rice
28.9,61.7,74.1,1,0,Samba_BG300
29.3,66.9,60.1,1,1,White Rice
32.9,60.6,48.6,1,1,Red Rice
32.3,68.5,23.7,1,1,Red Rice
34.9,83.8,88.8,0,0,Samba_BG300
25.0,64.4,84.7,1,0,Samba_BG300
30.2,79.8,54.9,1,1,White Rice
26.3,70.9,59.3,1,0,Samba_BG300
27.9,64.2,66.3,1,1,White Rice
34.5,60.8,34.3,1,0,Samba_BG300
28.7,68.5,63.8,0,0,Samba_BG300
34.4,87.8,24.5,1,1,Red Rice
26.3,83.7,55.8,1,0,Samba_BG300
29.2,76.8,40.1,1,0,Samba_BG300
33.1,63.8,88.9,1,1,Nadu_BG360
27.0,68.4,62.7,1,0,Samba_BG300
27.4,85.6,13.2,0,0,Red Rice
27.9,60.1,27.9,1,1,Red Rice
26.5,68.4,84.9,1,1,Nadu_BG360
33.7,73.8,36.8,0,0,Samba_BG300
28.5,86.5,56.6,1,1,Samba_BG352
31.8,60.1,84.5,0,1,Keeri Samba
32.7,75.2,85.7,1,0,Samba_BG300
26.6,66.1,70.9,0,1,Keeri Samba
28.7,63.7,65.1,1,0,Samba_BG300
32.3,90.5,25.4,0,0,Red Rice
28.4,65.9,56.5,1,0,Samba_BG300
30.9,78.4,26.2,1,0,Red Rice
28.2,63.9,45.4,0,1,Red Rice
32.9,82.0,22.2,1,1,Red Rice
31.6,85.6,46.3,1,0,Samba_BG300
27.2,80.7,83.1,1,1,Nadu_BG366
25.1,81.8,43.0,1,1,Red Rice
26.8,64.6,36.2,0,1,Red Rice
26.8,86.5,11.8,1,0,Red Rice
31.0,81.2,48.4,1,1,Red Rice
28.4,63.8,15.6,1,0,Red Rice
31.5,65.7,12.7,0,0,Red Rice
25.3,71.7,88.1,1,0,Samba_BG300
33.1,87.9,20.2,1,1,Red Rice
25.7,77.9,87.6,1,1,Keeri Samba
30.2,89.3,76.4,1,1,Nadu_BG366
27.1,60.7,48.4,1,1,Red Rice
27.1,61.4,26.1,0,0,Red Rice
32.6,87.8,59.3,1,1,Samba_BG352
33.6,93.1,84.4,1,0,Samba_BG300
32.5,90.0,49.6,0,1,Red Rice
28.4,79.0,66.9,0,0,Samba_BG300
26.3,91.6,79.1,1,1,Nadu_BG366
31.2,88.1,44.5,1,0,Samba_BG300
27.8,65.9,36.8,1,1,Samba_BG300
33.2,79.4,24.4,1,0,Red Rice
33.8,61.6,68.5,1,1,White Rice
29.4,93.7,76.7,1,0,Samba_BG300
27.0,71.1,32.6,1,1,Samba_BG300
30.3,95.0,77.5,1,1,Nadu_BG366
31.3,84.6,62.1,1,0,Samba_BG300
31.2,64.0,22.5,1,1,Red Rice
