District,Zone,Variety_Code,Year,Season,Cultivated_Extent_Ha,Age_Group,Grain_Type,Grain_Color,Salinity_Prone,Iron_Toxicity_Prone
Kalutara,Wet Zone,Bg 94-1,2018,Yala,8632,3.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 366,2023,Maha,11897,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 374,2018,Maha,4202,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 369,2023,Maha,536,3.5 Months,Long Grain (Nadu),White,Yes,No
Ratnapura,Wet Zone,At 353,2019,Maha,602,3.5 Months,Long Grain (Nadu),Red,Yes,No
Matale,Intermediate Zone,Bg 300,2020,Maha,22499,3 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,At 362,2023,Maha,28176,3.5 Months,Long Grain (Nadu),Red,No,No
Mannar,Dry Zone,Bw 372,2024,Maha,3044,3.5 Months,Long Grain (Nadu),Red,No,Yes
Killinochchi,Dry Zone,Bg 359,2021,Maha,2204,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bg 250,2023,Yala,5894,2.5 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,At 362,2019,Maha,33804,3.5 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,Bw 400,2023,Yala,42,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Matale,Intermediate Zone,Bg 379-2,2020,Yala,1794,4-4.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bg 374,2020,Maha,2012,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 357,2021,Maha,12310,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,At 362,2024,Maha,13162,3.5 Months,Long Grain (Nadu),Red,No,No
Matara,Wet Zone,At 362,2019,Yala,41666,3.5 Months,Long Grain (Nadu),Red,No,No
Kalutara,Wet Zone,Bg 300,2024,Maha,15479,3 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bg 374,2023,Yala,2052,3.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,At 353,2021,Maha,837,3.5 Months,Long Grain (Nadu),Red,Yes,No
Batticaloa,Dry Zone,Bg 359,2023,Maha,2117,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 359,2024,Annual,2417,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,At 303,2023,Maha,1582,3 Months,Long Grain (Nadu),Red,No,No
Batticaloa,Dry Zone,Attakkari,2020,Maha,6139,4-4.5 Months,Long Grain (Nadu),Red,No,No
Killinochchi,Dry Zone,Bg 379-2,2019,Yala,1627,4-4.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bg 94-1,2021,Annual,5768,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 374,2019,Maha,3647,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bw 400,2019,Maha,90,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Polonnaruwa,Dry Zone,At 303,2021,Maha,1550,3 Months,Long Grain (Nadu),Red,No,No
Ratnapura,Wet Zone,Bw 367,2021,Annual,9876,3.5 Months,Short Grain (Samba),White,No,Yes
Mullaitivu,Dry Zone,Bg 374,2018,Maha,4378,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,At 353,2021,Maha,2449,3.5 Months,Long Grain (Nadu),Red,Yes,No
Hambantota,Dry Zone,Bg 352,2021,Maha,9572,3.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,At 362,2021,Maha,11526,3.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Bg 352,2024,Yala,32643,3.5 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,Bg 250,2023,Yala,5239,2.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,At 303,2023,Maha,1951,3 Months,Long Grain (Nadu),Red,No,No
Vavuniya,Dry Zone,Bg 366,2018,Maha,14304,3.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bw 364,2018,Maha,250,3.5 Months,Long Grain (Nadu),Red,No,Yes
Ampara,Dry Zone,Bw 400,2023,Maha,89,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Monaragala,Intermediate Zone,Bw 367,2020,Annual,2328,3.5 Months,Short Grain (Samba),White,No,Yes
Kandy,Intermediate Zone,Bw 372,2018,Maha,2527,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,Attakkari,2023,Maha,6438,4-4.5 Months,Long Grain (Nadu),Red,No,No
Mannar,Dry Zone,Bw 367,2019,Maha,11073,3.5 Months,Short Grain (Samba),White,No,Yes
Galle,Wet Zone,Bg 366,2023,Maha,8180,3.5 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bg 250,2021,Yala,7462,2.5 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,At 362,2018,Yala,2707,3.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Bg 359,2020,Yala,2226,3.5 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,Bg 94-1,2021,Yala,24930,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 94-1,2022,Maha,25307,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Bw 372,2023,Maha,2767,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matara,Wet Zone,Bw 312,2022,Maha,531,3 Months,Long Grain (Nadu),Red,No,Yes
Kandy,Intermediate Zone,At 353,2020,Maha,1864,3.5 Months,Long Grain (Nadu),Red,Yes,No
Badulla,Intermediate Zone,Bg 94-1,2021,Maha,4617,3.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,At 362,2022,Maha,6685,3.5 Months,Long Grain (Nadu),Red,No,No
Kegalle,Wet Zone,Bg 360,2023,Maha,8014,3.5 Months,Short Grain (Samba),White,No,No
Kandy,Intermediate Zone,At 354,2022,Maha,318,3.5 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,Bg 310,2024,Maha,2667,3 Months,Long Grain (Nadu),White,Yes,No
Kegalle,Wet Zone,Bg 360,2022,Annual,5470,3.5 Months,Short Grain (Samba),White,No,No
Ampara,Dry Zone,Attakkari,2018,Maha,6951,4-4.5 Months,Long Grain (Nadu),Red,No,No
Batticaloa,Dry Zone,At 354,2018,Yala,207,3.5 Months,Long Grain (Nadu),White,Yes,No
Batticaloa,Dry Zone,At 362,2020,Yala,57377,3.5 Months,Long Grain (Nadu),Red,No,No
Galle,Wet Zone,Bw 372,2020,Yala,3110,3.5 Months,Long Grain (Nadu),Red,No,Yes
Galle,Wet Zone,Bg 379-2,2018,Maha,1403,4-4.5 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,Bw 372,2023,Maha,3343,3.5 Months,Long Grain (Nadu),Red,No,Yes
Anuradhapura,Dry Zone,Bg 366,2022,Maha,6714,3.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bg 374,2023,Annual,3261,3.5 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bw 372,2018,Maha,3031,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kurunegala,Intermediate Zone,Attakkari,2018,Yala,7013,4-4.5 Months,Long Grain (Nadu),Red,No,No
Matara,Wet Zone,Bw 364,2020,Yala,291,3.5 Months,Long Grain (Nadu),Red,No,Yes
Anuradhapura,Dry Zone,At 362,2021,Maha,52288,3.5 Months,Long Grain (Nadu),Red,No,No
Ratnapura,Wet Zone,At 307,2021,Maha,6077,3 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,At 353,2018,Maha,203,3.5 Months,Long Grain (Nadu),Red,Yes,No
Galle,Wet Zone,Bg 250,2024,Yala,8050,2.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bg 300,2021,Yala,19065,3 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,At 353,2020,Maha,1409,3.5 Months,Long Grain (Nadu),Red,Yes,No
Vavuniya,Dry Zone,Bg 352,2021,Yala,20255,3.5 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,Bg 300,2024,Maha,26388,3 Months,Long Grain (Nadu),White,No,No
Mannar,Dry Zone,Bg 374,2022,Yala,4743,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 94-1,2018,Yala,7296,3.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,At 303,2019,Maha,1914,3 Months,Long Grain (Nadu),Red,No,No
Monaragala,Intermediate Zone,Bg 300,2018,Maha,22000,3 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 352,2024,Maha,6880,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bw 372,2024,Yala,3229,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,At 303,2023,Maha,1701,3 Months,Long Grain (Nadu),Red,No,No
Galle,Wet Zone,Attakkari,2018,Yala,7183,4-4.5 Months,Long Grain (Nadu),Red,No,No
Kalutara,Wet Zone,Bg 300,2020,Maha,23801,3 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,Attakkari,2020,Maha,6556,4-4.5 Months,Long Grain (Nadu),Red,No,No
Kegalle,Wet Zone,Bg 310,2021,Maha,6992,3 Months,Long Grain (Nadu),White,Yes,No
Trincomalee,Dry Zone,Bg 366,2021,Yala,15952,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bg 379-2,2020,Yala,1787,4-4.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bg 374,2024,Yala,3339,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bw 372,2023,Maha,3031,3.5 Months,Long Grain (Nadu),Red,No,Yes
Polonnaruwa,Dry Zone,Bg 379-2,2021,Maha,1463,4-4.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,At 307,2019,Maha,4192,3 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bg 374,2022,Yala,1041,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 374,2020,Yala,944,3.5 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,At 303,2023,Yala,1917,3 Months,Long Grain (Nadu),Red,No,No
Trincomalee,Dry Zone,Bg 357,2021,Yala,13553,3.5 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,Bw 312,2021,Maha,544,3 Months,Long Grain (Nadu),Red,No,Yes
Puttalam,Dry Zone,Bg 379-2,2018,Yala,1604,4-4.5 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,At 353,2022,Maha,1368,3.5 Months,Long Grain (Nadu),Red,Yes,No
Galle,Wet Zone,At 354,2022,Maha,288,3.5 Months,Long Grain (Nadu),White,Yes,No
Matale,Intermediate Zone,Bg 300,2022,Yala,3719,3 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,Bg 360,2022,Annual,7682,3.5 Months,Short Grain (Samba),White,No,No
Mannar,Dry Zone,Bg 352,2021,Maha,47987,3.5 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Bg 250,2019,Maha,6406,2.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bw 367,2021,Yala,4909,3.5 Months,Short Grain (Samba),White,No,Yes
Mannar,Dry Zone,At 353,2024,Yala,175,3.5 Months,Long Grain (Nadu),Red,Yes,No
Vavuniya,Dry Zone,At 353,2021,Annual,400,3.5 Months,Long Grain (Nadu),Red,Yes,No
Ratnapura,Wet Zone,Bg 300,2020,Yala,19150,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,At 303,2023,Maha,1562,3 Months,Long Grain (Nadu),Red,No,No
Vavuniya,Dry Zone,Bw 400,2021,Maha,22,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Batticaloa,Dry Zone,Bw 372,2020,Maha,3480,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kalutara,Wet Zone,Bg 379-2,2023,Maha,1625,4-4.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bg 374,2018,Maha,3535,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bw 364,2019,Maha,384,3.5 Months,Long Grain (Nadu),Red,No,Yes
Mullaitivu,Dry Zone,Bw 364,2024,Maha,336,3.5 Months,Long Grain (Nadu),Red,No,Yes
Galle,Wet Zone,Bw 367,2024,Yala,11247,3.5 Months,Short Grain (Samba),White,No,Yes
Vavuniya,Dry Zone,Bw 372,2018,Yala,2740,3.5 Months,Long Grain (Nadu),Red,No,Yes
Batticaloa,Dry Zone,Bw 367,2020,Yala,12658,3.5 Months,Short Grain (Samba),White,No,Yes
Polonnaruwa,Dry Zone,Bw 312,2023,Maha,861,3 Months,Long Grain (Nadu),Red,No,Yes
Kegalle,Wet Zone,Bg 357,2019,Maha,12577,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 300,2018,Yala,9612,3 Months,Long Grain (Nadu),White,No,No
Puttalam,Dry Zone,Bw 367,2020,Yala,12935,3.5 Months,Short Grain (Samba),White,No,Yes
Monaragala,Intermediate Zone,Bg 366,2023,Yala,15543,3.5 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bg 352,2024,Yala,37397,3.5 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bg 94-1,2024,Maha,20500,3.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Attakkari,2018,Maha,6420,4-4.5 Months,Long Grain (Nadu),Red,No,No
Killinochchi,Dry Zone,Bg 369,2020,Yala,199,3.5 Months,Long Grain (Nadu),White,Yes,No
Galle,Wet Zone,At 307,2019,Yala,4706,3 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Ld 368,2019,Yala,2501,3.5 Months,Short Grain (Samba),Red,No,No
Matale,Intermediate Zone,Ld 368,2023,Yala,1560,3.5 Months,Short Grain (Samba),Red,No,No
Galle,Wet Zone,Bw 400,2024,Yala,89,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Hambantota,Dry Zone,At 362,2024,Annual,25090,3.5 Months,Long Grain (Nadu),Red,No,No
Kegalle,Wet Zone,Bg 366,2022,Maha,12332,3.5 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,At 307,2022,Yala,6912,3 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bw 372,2024,Maha,2949,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matale,Intermediate Zone,Bg 310,2023,Yala,11921,3 Months,Long Grain (Nadu),White,Yes,No
Matara,Wet Zone,Bw 312,2021,Yala,651,3 Months,Long Grain (Nadu),Red,No,Yes
Puttalam,Dry Zone,At 354,2023,Maha,228,3.5 Months,Long Grain (Nadu),White,Yes,No
Monaragala,Intermediate Zone,Bw 312,2021,Maha,642,3 Months,Long Grain (Nadu),Red,No,Yes
Mullaitivu,Dry Zone,Bw 400,2019,Maha,41,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Vavuniya,Dry Zone,Bg 250,2018,Yala,6788,2.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,At 354,2023,Maha,316,3.5 Months,Long Grain (Nadu),White,Yes,No
Monaragala,Intermediate Zone,Bg 94-1,2023,Yala,21522,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 352,2020,Yala,41236,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Bg 310,2021,Annual,16087,3 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,Bw 372,2023,Yala,3464,3.5 Months,Long Grain (Nadu),Red,No,Yes
Trincomalee,Dry Zone,Bw 372,2019,Yala,3064,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matale,Intermediate Zone,Bg 250,2024,Yala,8064,2.5 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bg 352,2021,Yala,34072,3.5 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,At 303,2021,Maha,1822,3 Months,Long Grain (Nadu),Red,No,No
Matale,Intermediate Zone,Bw 372,2022,Maha,2885,3.5 Months,Long Grain (Nadu),Red,No,Yes
Badulla,Intermediate Zone,Bw 367,2024,Yala,8613,3.5 Months,Short Grain (Samba),White,No,Yes
Hambantota,Dry Zone,Bg 360,2018,Yala,9256,3.5 Months,Short Grain (Samba),White,No,No
Mullaitivu,Dry Zone,At 353,2022,Maha,1821,3.5 Months,Long Grain (Nadu),Red,Yes,No
Badulla,Intermediate Zone,Bg 94-1,2023,Maha,25003,3.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,Bg 310,2022,Maha,1575,3 Months,Long Grain (Nadu),White,Yes,No
Badulla,Intermediate Zone,Bw 400,2024,Yala,78,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Batticaloa,Dry Zone,Bg 360,2021,Yala,8849,3.5 Months,Short Grain (Samba),White,No,No
Kegalle,Wet Zone,Bg 352,2021,Yala,6849,3.5 Months,Long Grain (Nadu),White,No,No
Galle,Wet Zone,Bw 372,2023,Maha,3043,3.5 Months,Long Grain (Nadu),Red,No,Yes
Puttalam,Dry Zone,At 303,2019,Yala,1689,3 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,At 354,2018,Yala,282,3.5 Months,Long Grain (Nadu),White,Yes,No
Hambantota,Dry Zone,Bg 250,2023,Maha,7082,2.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 310,2019,Maha,11840,3 Months,Long Grain (Nadu),White,Yes,No
Kandy,Intermediate Zone,Attakkari,2021,Yala,6329,4-4.5 Months,Long Grain (Nadu),Red,No,No
Kalutara,Wet Zone,At 354,2022,Yala,276,3.5 Months,Long Grain (Nadu),White,Yes,No
Badulla,Intermediate Zone,Bg 300,2022,Yala,2175,3 Months,Long Grain (Nadu),White,No,No
Ratnapura,Wet Zone,Bg 352,2024,Maha,19968,3.5 Months,Long Grain (Nadu),White,No,No
Kalutara,Wet Zone,Ld 368,2020,Maha,2606,3.5 Months,Short Grain (Samba),Red,No,No
Killinochchi,Dry Zone,Bg 250,2020,Yala,8144,2.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,Attakkari,2018,Yala,6310,4-4.5 Months,Long Grain (Nadu),Red,No,No
Killinochchi,Dry Zone,At 362,2020,Maha,55430,3.5 Months,Long Grain (Nadu),Red,No,No
Ampara,Dry Zone,At 307,2024,Yala,8701,3 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,At 362,2018,Yala,32252,3.5 Months,Long Grain (Nadu),Red,No,No
Kandy,Intermediate Zone,Bw 312,2020,Annual,537,3 Months,Long Grain (Nadu),Red,No,Yes
Badulla,Intermediate Zone,Bw 372,2020,Maha,3119,3.5 Months,Long Grain (Nadu),Red,No,Yes
Matale,Intermediate Zone,At 307,2020,Yala,9677,3 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bg 310,2024,Yala,11285,3 Months,Long Grain (Nadu),White,Yes,No
Anuradhapura,Dry Zone,Bw 372,2024,Annual,2790,3.5 Months,Long Grain (Nadu),Red,No,Yes
Puttalam,Dry Zone,Bg 94-1,2023,Yala,6682,3.5 Months,Long Grain (Nadu),White,No,No
Trincomalee,Dry Zone,Bg 379-2,2021,Yala,1426,4-4.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,Bw 312,2023,Maha,620,3 Months,Long Grain (Nadu),Red,No,Yes
Ratnapura,Wet Zone,Bg 359,2022,Maha,2928,3.5 Months,Long Grain (Nadu),White,No,No
Mullaitivu,Dry Zone,Bg 359,2019,Yala,2458,3.5 Months,Long Grain (Nadu),White,No,No
Hambantota,Dry Zone,Bg 369,2022,Maha,907,3.5 Months,Long Grain (Nadu),White,Yes,No
Kalutara,Wet Zone,Bg 352,2018,Annual,39105,3.5 Months,Long Grain (Nadu),White,No,No
Gampaha,Wet Zone,Bg 360,2023,Yala,8274,3.5 Months,Short Grain (Samba),White,No,No
Polonnaruwa,Dry Zone,Bw 400,2020,Annual,65,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Gampaha,Wet Zone,At 353,2018,Annual,506,3.5 Months,Long Grain (Nadu),Red,Yes,No
Batticaloa,Dry Zone,At 354,2019,Annual,238,3.5 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,Bg 300,2018,Annual,21576,3 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bg 300,2024,Yala,34387,3 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,Bg 250,2023,Maha,7333,2.5 Months,Long Grain (Nadu),White,No,No
Kandy,Intermediate Zone,Bw 400,2019,Maha,59,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Badulla,Intermediate Zone,At 353,2019,Maha,992,3.5 Months,Long Grain (Nadu),Red,Yes,No
Matale,Intermediate Zone,Bg 374,2022,Yala,2794,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Attakkari,2020,Yala,6368,4-4.5 Months,Long Grain (Nadu),Red,No,No
Hambantota,Dry Zone,Bg 360,2022,Yala,10260,3.5 Months,Short Grain (Samba),White,No,No
Kegalle,Wet Zone,Bw 400,2024,Annual,99,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Kurunegala,Intermediate Zone,Bw 372,2020,Yala,3254,3.5 Months,Long Grain (Nadu),Red,No,Yes
Hambantota,Dry Zone,Bw 367,2018,Maha,4306,3.5 Months,Short Grain (Samba),White,No,Yes
Vavuniya,Dry Zone,Bw 312,2022,Yala,782,3 Months,Long Grain (Nadu),Red,No,Yes
Mullaitivu,Dry Zone,Bg 310,2018,Yala,4065,3 Months,Long Grain (Nadu),White,Yes,No
Galle,Wet Zone,Bg 379-2,2021,Yala,1903,4-4.5 Months,Long Grain (Nadu),White,No,No
Badulla,Intermediate Zone,Bg 94-1,2022,Yala,7380,3.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bw 400,2022,Yala,54,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Gampaha,Wet Zone,Bw 400,2020,Maha,46,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Mannar,Dry Zone,Bw 364,2022,Yala,384,3.5 Months,Long Grain (Nadu),Red,No,Yes
Kurunegala,Intermediate Zone,At 362,2022,Maha,46480,3.5 Months,Long Grain (Nadu),Red,No,No
Matale,Intermediate Zone,Bg 379-2,2024,Maha,1522,4-4.5 Months,Long Grain (Nadu),White,No,No
Monaragala,Intermediate Zone,Bg 94-1,2020,Maha,3820,3.5 Months,Long Grain (Nadu),White,No,No
Matara,Wet Zone,Bg 310,2019,Annual,9110,3 Months,Long Grain (Nadu),White,Yes,No
Hambantota,Dry Zone,Bg 250,2020,Maha,6162,2.5 Months,Long Grain (Nadu),White,No,No
Ampara,Dry Zone,Bw 400,2019,Maha,61,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Vavuniya,Dry Zone,Attakkari,2022,Yala,6637,4-4.5 Months,Long Grain (Nadu),Red,No,No
Trincomalee,Dry Zone,At 303,2023,Maha,1795,3 Months,Long Grain (Nadu),Red,No,No
Kegalle,Wet Zone,Bg 369,2022,Maha,280,3.5 Months,Long Grain (Nadu),White,Yes,No
Kurunegala,Intermediate Zone,Bg 369,2022,Yala,307,3.5 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,At 354,2024,Yala,262,3.5 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,Bg 310,2024,Maha,13145,3 Months,Long Grain (Nadu),White,Yes,No
Mullaitivu,Dry Zone,At 353,2018,Yala,736,3.5 Months,Long Grain (Nadu),Red,Yes,No
Polonnaruwa,Dry Zone,Bg 250,2023,Maha,5771,2.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,At 303,2023,Maha,1830,3 Months,Long Grain (Nadu),Red,No,No
Matale,Intermediate Zone,Bg 357,2020,Yala,12070,3.5 Months,Long Grain (Nadu),White,No,No
Vavuniya,Dry Zone,Bg 374,2019,Maha,3042,3.5 Months,Long Grain (Nadu),White,No,No
Polonnaruwa,Dry Zone,Bg 379-2,2024,Maha,1855,4-4.5 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bw 372,2018,Maha,2672,3.5 Months,Long Grain (Nadu),Red,No,Yes
Vavuniya,Dry Zone,Bg 94-1,2024,Maha,20430,3.5 Months,Long Grain (Nadu),White,No,No
Kurunegala,Intermediate Zone,Bg 369,2018,Yala,212,3.5 Months,Long Grain (Nadu),White,Yes,No
Vavuniya,Dry Zone,Bg 300,2020,Yala,6973,3 Months,Long Grain (Nadu),White,No,No
Batticaloa,Dry Zone,Bg 369,2021,Annual,870,3.5 Months,Long Grain (Nadu),White,Yes,No
Vavuniya,Dry Zone,Bg 360,2024,Maha,7619,3.5 Months,Short Grain (Samba),White,No,No
Vavuniya,Dry Zone,Bw 367,2019,Yala,10434,3.5 Months,Short Grain (Samba),White,No,Yes
Killinochchi,Dry Zone,Bw 312,2018,Yala,919,3 Months,Long Grain (Nadu),Red,No,Yes
Monaragala,Intermediate Zone,Bg 359,2019,Maha,2843,3.5 Months,Long Grain (Nadu),White,No,No
Killinochchi,Dry Zone,Bw 400,2020,Maha,76,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Anuradhapura,Dry Zone,Bw 372,2020,Maha,2808,3.5 Months,Long Grain (Nadu),Red,No,Yes
Polonnaruwa,Dry Zone,Bg 369,2022,Annual,742,3.5 Months,Long Grain (Nadu),White,Yes,No
Mannar,Dry Zone,Bg 360,2020,Maha,9565,3.5 Months,Short Grain (Samba),White,No,No
Killinochchi,Dry Zone,Bg 360,2024,Yala,9623,3.5 Months,Short Grain (Samba),White,No,No
Trincomalee,Dry Zone,At 362,2024,Yala,55311,3.5 Months,Long Grain (Nadu),Red,No,No
Mullaitivu,Dry Zone,Ld 368,2024,Annual,1426,3.5 Months,Short Grain (Samba),Red,No,No
Polonnaruwa,Dry Zone,At 362,2021,Yala,3128,3.5 Months,Long Grain (Nadu),Red,No,No
Ratnapura,Wet Zone,Bg 374,2022,Yala,4652,3.5 Months,Long Grain (Nadu),White,No,No
Anuradhapura,Dry Zone,At 353,2018,Maha,1545,3.5 Months,Long Grain (Nadu),Red,Yes,No
Anuradhapura,Dry Zone,Bw 312,2018,Maha,666,3 Months,Long Grain (Nadu),Red,No,Yes
Ampara,Dry Zone,Bg 250,2024,Annual,7246,2.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bg 366,2024,Yala,16276,3.5 Months,Long Grain (Nadu),White,No,No
Kegalle,Wet Zone,Bw 400,2021,Yala,42,4-4.5 Months,Long Grain (Nadu),Red,Yes,Yes
Matale,Intermediate Zone,Bg 94-1,2018,Yala,14252,3.5 Months,Long Grain (Nadu),White,No,No
Matale,Intermediate Zone,Bw 372,2019,Annual,2613,3.5 Months,Long Grain (Nadu),Red,No,Yes
Badulla,Intermediate Zone,At 353,2019,Maha,1103,3.5 Months,Long Grain (Nadu),Red,Yes,No
Vavuniya,Dry Zone,Bg 360,2024,Yala,5039,3.5 Months,Short Grain (Samba),White,No,No
